engine_id,cycle,RUL,iso_forest_score,risk_score,risk_level,action,confidence
1,29,163,-0.0644153445462063,4.102845559594045,NOMINAL,Continue normal operations,100.0
1,30,162,-0.0101077588751365,10.186172864898687,NOMINAL,Continue normal operations,100.0
1,31,161,-0.048327844938299,5.9049055191660305,NOMINAL,Continue normal operations,100.0
1,32,160,-0.0203468772580796,9.039226123084939,NOMINAL,Continue normal operations,100.0
1,33,159,-0.0340132891780962,7.508367113772252,NOMINAL,Continue normal operations,100.0
1,34,158,-0.0478345549777413,5.960161967218589,NOMINAL,Continue normal operations,100.0
1,35,157,-0.0519285867135042,5.501564245754835,NOMINAL,Continue normal operations,100.0
1,36,156,-0.0333950013919989,7.57762533847926,NOMINAL,Continue normal operations,100.0
1,37,155,-0.0518998430332093,5.504784002498433,NOMINAL,Continue normal operations,100.0
1,38,154,-0.052087315469172,5.483784059772358,NOMINAL,Continue normal operations,100.0
1,39,153,-0.0298232391492986,7.977720435887535,NOMINAL,Continue normal operations,100.0
1,40,152,-0.0719276907165995,3.2613413752237466,NOMINAL,Continue normal operations,100.0
1,41,151,-0.0206703082720992,9.002996622276621,NOMINAL,Continue normal operations,100.0
1,42,150,-0.0768893140627683,2.7055593715235795,NOMINAL,Continue normal operations,100.0
1,43,149,-0.0128580979368145,9.878090439469405,NOMINAL,Continue normal operations,100.0
1,44,148,-0.0385864920589651,6.996094479772473,NOMINAL,Continue normal operations,100.0
1,45,147,-0.064316593466411,4.1139072765296065,NOMINAL,Continue normal operations,100.0
1,46,146,-0.079688133911348,2.3920463144229123,NOMINAL,Continue normal operations,100.0
1,47,145,-0.0155249696203844,9.579357709374078,NOMINAL,Continue normal operations,100.0
1,48,144,-0.0605720519527012,4.533356444720715,NOMINAL,Continue normal operations,100.0
1,49,143,-0.0258741730796192,8.420079659839013,NOMINAL,Continue normal operations,100.0
1,50,142,-0.0435574552291254,6.439266264836578,NOMINAL,Continue normal operations,100.0
1,51,141,-0.0421838804314093,6.593128841667645,NOMINAL,Continue normal operations,100.0
1,52,140,-0.0312865835683454,7.81380221062578,NOMINAL,Continue normal operations,100.0
1,53,139,-0.0650306594640379,4.033920344179798,NOMINAL,Continue normal operations,100.0
1,54,138,-0.0455477532260245,6.2163207223195,NOMINAL,Continue normal operations,100.0
1,55,137,-0.0775399348816783,2.632679324580463,NOMINAL,Continue normal operations,100.0
1,56,136,-0.0300698627215638,7.950094609904779,NOMINAL,Continue normal operations,100.0
1,57,135,-0.0638228434160954,4.169215262070943,NOMINAL,Continue normal operations,100.0
1,58,134,-0.0242973211317988,8.596712562813165,NOMINAL,Continue normal operations,100.0
1,59,133,-0.0163892757326806,9.482541456025622,NOMINAL,Continue normal operations,100.0
1,60,132,-0.0712521745969104,3.337010098207823,NOMINAL,Continue normal operations,100.0
1,61,131,-0.0468676907632179,6.068466385543438,NOMINAL,Continue normal operations,100.0
1,62,130,-0.0626203021968325,4.303919313899072,NOMINAL,Continue normal operations,100.0
1,63,129,-0.023019133994355,8.739890180054273,NOMINAL,Continue normal operations,100.0
1,64,128,-0.0577244519832042,4.852333663740301,NOMINAL,Continue normal operations,100.0
1,65,127,-0.0314813922793961,7.791980486522193,NOMINAL,Continue normal operations,100.0
1,66,126,-0.0491223663299721,5.815906282376384,NOMINAL,Continue normal operations,100.0
1,67,125,-0.0476634660920866,5.979326687521961,NOMINAL,Continue normal operations,100.0
1,68,124,-0.0759027695018416,3.296068306716076,NOMINAL,Continue normal operations,100.0
1,69,123,-0.0235836319449808,9.636657286262427,NOMINAL,Continue normal operations,100.0
1,70,122,-0.0714530592006801,4.7545077759221455,NOMINAL,Continue normal operations,100.0
1,71,121,-0.0317073261513953,9.686672241352715,NOMINAL,Continue normal operations,100.0
1,72,120,-0.0450236797518703,8.675025421412883,NOMINAL,Continue normal operations,100.0
1,73,119,-0.0580955846886916,7.690760802540808,NOMINAL,Continue normal operations,100.0
1,74,118,-0.0440832249557455,9.740371558052471,NOMINAL,Continue normal operations,100.0
1,75,117,-0.0202933970811421,12.88521676723964,NOMINAL,Continue normal operations,100.0
1,76,116,-0.0309762818310205,12.168561020251106,NOMINAL,Continue normal operations,100.0
1,77,115,-0.0528651349750441,10.196655704125511,NOMINAL,Continue normal operations,100.0
1,78,114,-0.0072397639956694,15.787434643454054,NOMINAL,Continue normal operations,94.8
1,79,113,-0.0506253712916804,11.40754543534946,NOMINAL,Continue normal operations,100.0
1,80,112,-0.0063032737974473,16.852336681053373,NOMINAL,Continue normal operations,87.7
1,81,111,-0.0429988886140642,13.221834753183936,NOMINAL,Continue normal operations,100.0
1,82,110,-0.0645814555339644,11.28423844430705,NOMINAL,Continue normal operations,100.0
1,83,109,-0.0366869922360611,14.888869159337148,NOMINAL,Continue normal operations,100.0
1,84,108,-0.0541168140762067,13.416447415366367,NOMINAL,Continue normal operations,100.0
1,85,107,-0.0542692637511911,13.879370587901885,NOMINAL,Continue normal operations,100.0
1,86,106,-0.0357613768399804,16.432553043339894,NOMINAL,Continue normal operations,90.4
1,87,105,-0.0427898237204638,16.125253400139133,NOMINAL,Continue normal operations,92.5
1,88,104,-0.0226764646086438,18.858274689419407,NOMINAL,Continue normal operations,74.3
1,89,103,-0.0870350818850119,12.129069401224376,NOMINAL,Continue normal operations,100.0
1,90,102,0.0006385877139652,22.4299373635399,NOMINAL,Continue normal operations,50.5
1,91,101,-0.0179773969386351,20.824646214008574,NOMINAL,Continue normal operations,61.2
1,92,100,-0.0688242836792564,15.608973120153271,NOMINAL,Continue normal operations,95.9
1,93,99,-0.0399259994422614,19.326048003948294,NOMINAL,Continue normal operations,71.2
1,94,98,-0.0600040597400488,17.556980752333217,NOMINAL,Continue normal operations,83.0
1,95,97,-0.0161893809201743,22.944932905692962,NOMINAL,Continue normal operations,47.0
1,96,96,-0.0404171467817921,20.711031564079445,NOMINAL,Continue normal operations,61.9
1,97,95,-0.0254207862431836,22.870866313082256,NOMINAL,Continue normal operations,47.5
1,98,94,-0.0038872290668975,25.762972738587052,NOMINAL,Continue normal operations,28.2
1,99,93,-0.067738829111551,19.090561574672023,NOMINAL,Continue normal operations,72.7
1,100,92,-0.0127139291156737,25.734239677469628,NOMINAL,Continue normal operations,28.4
1,101,91,-0.0174612004802796,25.68246856002549,NOMINAL,Continue normal operations,28.8
1,102,90,-0.049961790645962,22.521877192349677,NOMINAL,Continue normal operations,49.9
1,103,89,-0.028565115229813,25.398650648458943,NOMINAL,Continue normal operations,30.7
1,104,88,-0.0655064210707489,21.740627355048403,NOMINAL,Continue normal operations,55.1
1,105,87,-0.0385700761973632,25.237933321582307,NOMINAL,Continue normal operations,31.7
1,106,86,-0.0477868744712038,24.68550295455519,NOMINAL,Continue normal operations,35.4
1,107,85,0.0027157084331955,30.82260845417243,CAUTION,Increase monitoring frequency to 2x,5.5
1,108,84,-0.0025049711648719,30.717807963435668,CAUTION,Increase monitoring frequency to 2x,4.8
1,109,83,-0.0441427457087016,26.533704271756896,NOMINAL,Continue normal operations,23.1
1,110,82,-0.0397278150423796,27.508247859758285,NOMINAL,Continue normal operations,16.6
1,111,81,-0.0259149341940747,29.535513756245656,NOMINAL,Continue normal operations,3.1
1,112,80,-0.0443416319477659,27.951425798615464,NOMINAL,Continue normal operations,13.7
1,113,79,-0.080204885811005,24.414161750003284,NOMINAL,Continue normal operations,37.2
1,114,78,-0.0334658281566603,30.129691596146824,CAUTION,Increase monitoring frequency to 2x,0.9
1,115,77,-0.0340091076719424,30.54883551004228,CAUTION,Increase monitoring frequency to 2x,3.7
1,116,76,-0.0248894489898932,32.05038467283487,CAUTION,Increase monitoring frequency to 2x,13.7
1,117,75,0.0333386225692757,39.052869759845876,CAUTION,Increase monitoring frequency to 2x,60.4
1,118,74,-0.0528861437843494,29.874302377942453,NOMINAL,Continue normal operations,0.8
1,119,73,0.0090430153389224,37.29136908849309,CAUTION,Increase monitoring frequency to 2x,48.6
1,120,72,-0.0271845361355437,33.71329781970624,CAUTION,Increase monitoring frequency to 2x,24.8
1,121,71,0.025146390666942,40.055207385298395,CAUTION,Increase monitoring frequency to 2x,67.0
1,122,70,0.005317259676396,38.31402423924831,CAUTION,Increase monitoring frequency to 2x,55.4
1,123,69,-0.0137147441233658,36.66213222160282,CAUTION,Increase monitoring frequency to 2x,44.4
1,124,68,-0.0213018451247927,36.29225428798163,CAUTION,Increase monitoring frequency to 2x,41.9
1,125,67,0.0264973144589215,42.12653268340518,CAUTION,Increase monitoring frequency to 2x,80.8
1,126,66,-0.019291850308411,37.477406192617465,CAUTION,Increase monitoring frequency to 2x,49.8
1,127,65,-0.0465104603575791,34.90848196447324,CAUTION,Increase monitoring frequency to 2x,32.7
1,128,64,-0.040312370424726,36.082768209448865,CAUTION,Increase monitoring frequency to 2x,40.6
1,129,63,0.0072034826378046,41.885311695747085,CAUTION,Increase monitoring frequency to 2x,79.2
1,130,62,0.0065689212924597,42.2942305693938,CAUTION,Increase monitoring frequency to 2x,82.0
1,131,61,0.0137368974456729,43.57715974618913,CAUTION,Increase monitoring frequency to 2x,90.5
1,132,60,0.0140245026442041,44.089376176651896,CAUTION,Increase monitoring frequency to 2x,93.9
1,133,59,-0.032138656346526,39.39835628841138,CAUTION,Increase monitoring frequency to 2x,62.7
1,134,58,-0.0176745713219599,41.49856757729333,CAUTION,Increase monitoring frequency to 2x,76.7
1,135,57,-0.0433539466464225,39.102062515171085,CAUTION,Increase monitoring frequency to 2x,60.7
1,136,56,0.0151568415888903,46.13621643912998,CAUTION,Increase monitoring frequency to 2x,92.4
1,137,55,0.009318956675714,45.96227897793163,CAUTION,Increase monitoring frequency to 2x,93.6
1,138,54,-0.0335669319042639,41.63836634239331,CAUTION,Increase monitoring frequency to 2x,77.6
1,139,53,0.0256693475018191,48.75378700274581,CAUTION,Increase monitoring frequency to 2x,75.0
1,140,52,-0.0301085929923431,42.98575619362532,CAUTION,Increase monitoring frequency to 2x,86.6
1,141,51,0.0514578096085284,52.60251154752207,CAUTION,Increase monitoring frequency to 2x,49.3
1,142,50,0.0356189744031775,51.30830601990901,CAUTION,Increase monitoring frequency to 2x,57.9
1,143,49,-0.0438957330488403,42.88137368183879,CAUTION,Increase monitoring frequency to 2x,85.9
1,144,48,-0.022421120091796,45.766877402141866,CAUTION,Increase monitoring frequency to 2x,94.9
1,145,47,0.0576853416655932,55.2200957862481,CAUTION,Increase monitoring frequency to 2x,31.9
1,146,46,-0.0063057404233799,48.532060379083724,CAUTION,Increase monitoring frequency to 2x,76.5
1,147,45,0.0430106777240995,54.53629625532892,CAUTION,Increase monitoring frequency to 2x,36.4
1,148,44,0.0045319322161294,50.70605487136698,CAUTION,Increase monitoring frequency to 2x,62.0
1,149,43,0.0444380302021302,55.65618280150112,CAUTION,Increase monitoring frequency to 2x,29.0
1,150,42,0.0434193203854305,56.022070837812535,CAUTION,Increase monitoring frequency to 2x,26.5
1,151,41,0.0550980825711033,57.81028095281512,CAUTION,Increase monitoring frequency to 2x,14.6
1,152,40,0.1293439754629863,66.60702090644779,WARNING,"Alert ground station, prepare backup subsystem",44.0
1,153,39,0.0827683672487157,61.86980003923516,WARNING,"Alert ground station, prepare backup subsystem",12.5
1,154,38,0.0726447066709401,61.215786437609964,WARNING,"Alert ground station, prepare backup subsystem",8.1
1,155,37,0.0442085720518639,58.510479780206914,CAUTION,Increase monitoring frequency to 2x,9.9
1,156,36,0.0539808370150109,60.085131393796374,WARNING,"Alert ground station, prepare backup subsystem",0.6
1,157,35,0.0649594069017097,61.79490865492268,WARNING,"Alert ground station, prepare backup subsystem",12.0
1,158,34,0.0169745392984914,56.899827959932615,CAUTION,Increase monitoring frequency to 2x,20.7
1,159,33,0.0772373282947954,64.13023428466671,WARNING,"Alert ground station, prepare backup subsystem",27.5
1,160,32,0.1659150196182702,74.54356890695767,WARNING,"Alert ground station, prepare backup subsystem",36.4
1,161,31,0.0723599836677255,64.54389285960423,WARNING,"Alert ground station, prepare backup subsystem",30.3
1,162,30,0.1345727462095614,71.99272773658521,WARNING,"Alert ground station, prepare backup subsystem",53.4
1,163,29,0.1489084282199327,74.07855581264924,WARNING,"Alert ground station, prepare backup subsystem",39.5
1,164,28,0.144459882739087,74.06024682214418,WARNING,"Alert ground station, prepare backup subsystem",39.6
1,165,27,0.0867721538833107,68.07828885084182,WARNING,"Alert ground station, prepare backup subsystem",53.9
1,166,26,0.2098241371140845,82.34209971832482,CRITICAL,"Shut down subsystem, switch to redundancy",15.6
1,167,25,0.0773353161040106,67.98121050296145,WARNING,"Alert ground station, prepare backup subsystem",53.2
1,168,24,0.1050017913736834,71.56030287412524,WARNING,"Alert ground station, prepare backup subsystem",56.3
1,169,23,0.128082963780391,74.62576721773657,WARNING,"Alert ground station, prepare backup subsystem",35.8
1,170,22,0.171388099624557,79.95664232266833,WARNING,"Alert ground station, prepare backup subsystem",0.3
1,171,21,0.1246047394458894,75.19614987779062,WARNING,"Alert ground station, prepare backup subsystem",32.0
1,172,20,0.1554471324499243,79.13099636385586,WARNING,"Alert ground station, prepare backup subsystem",5.8
1,173,19,0.1759566632422659,81.90839528421519,CRITICAL,"Shut down subsystem, switch to redundancy",12.7
1,174,18,0.1609890285329285,80.7117782923528,CRITICAL,"Shut down subsystem, switch to redundancy",4.7
1,175,17,0.1761273285181462,82.88751255337752,CRITICAL,"Shut down subsystem, switch to redundancy",19.3
1,176,16,0.1272047175228972,77.88738944282767,WARNING,"Alert ground station, prepare backup subsystem",14.1
1,177,15,0.2272097815717322,89.56957288146835,CRITICAL,"Shut down subsystem, switch to redundancy",63.8
1,178,14,0.196318416039303,86.5892406807371,CRITICAL,"Shut down subsystem, switch to redundancy",43.9
1,179,13,0.157799453501771,82.75449433948332,CRITICAL,"Shut down subsystem, switch to redundancy",18.4
1,180,12,0.1793896109531317,85.65294091056069,CRITICAL,"Shut down subsystem, switch to redundancy",37.7
1,181,11,0.2190162299938685,90.57176268193314,CRITICAL,"Shut down subsystem, switch to redundancy",70.5
1,182,10,0.2127326910062691,90.34790476181254,CRITICAL,"Shut down subsystem, switch to redundancy",69.0
1,183,9,0.2046248284401356,89.91969311648263,CRITICAL,"Shut down subsystem, switch to redundancy",66.1
1,184,8,0.2115924606046683,91.18018052861963,CRITICAL,"Shut down subsystem, switch to redundancy",74.5
1,185,7,0.2117238343942502,91.67489651629407,CRITICAL,"Shut down subsystem, switch to redundancy",77.8
1,186,6,0.1858054082690218,89.25161390098688,CRITICAL,"Shut down subsystem, switch to redundancy",61.7
1,187,5,0.2321865095249521,94.92704684527638,CRITICAL,"Shut down subsystem, switch to redundancy",99.5
1,188,4,0.2390118514447332,96.17159545032996,CRITICAL,"Shut down subsystem, switch to redundancy",100.0
1,189,3,0.2062755321198226,92.98459860700522,CRITICAL,"Shut down subsystem, switch to redundancy",86.6
1,190,2,0.2215301027016074,95.17335705399144,CRITICAL,"Shut down subsystem, switch to redundancy",100.0
1,191,1,0.198244608768779,93.04500539724414,CRITICAL,"Shut down subsystem, switch to redundancy",87.0
1,192,0,0.2252029941117118,96.54478025258173,CRITICAL,"Shut down subsystem, switch to redundancy",100.0
2,1,286,0.0301816227388207,14.699234755930025,NOMINAL,Continue normal operations,100.0
2,2,285,0.0224845828312917,13.83704188801113,NOMINAL,Continue normal operations,100.0
2,3,284,0.0069646122050257,12.098554346691746,NOMINAL,Continue normal operations,100.0
2,4,283,0.01229693228916,12.695860376182921,NOMINAL,Continue normal operations,100.0
2,5,282,0.028413317630783,14.501156004777476,NOMINAL,Continue normal operations,100.0
2,6,281,0.0634294840036623,18.423532563982572,NOMINAL,Continue normal operations,77.2
2,7,280,-0.0384716759942926,7.008955734653886,NOMINAL,Continue normal operations,100.0
2,8,279,-0.015851973672911,9.542727970506123,NOMINAL,Continue normal operations,100.0
2,9,278,0.0022602428458728,11.571588947233408,NOMINAL,Continue normal operations,100.0
2,10,277,0.0382887207044281,15.607360753643661,NOMINAL,Continue normal operations,96.0
2,11,276,-0.0324023278337065,7.688820820432548,NOMINAL,Continue normal operations,100.0
2,12,275,0.0215924090521226,13.737104005580324,NOMINAL,Continue normal operations,100.0
2,13,274,-0.0058456126298223,10.66360212847086,NOMINAL,Continue normal operations,100.0
2,14,273,0.0011470603289001,11.446894514262228,NOMINAL,Continue normal operations,100.0
2,15,272,-0.0467667307397871,6.079775539866753,NOMINAL,Continue normal operations,100.0
2,16,271,-0.0191777828937161,9.170183586601844,NOMINAL,Continue normal operations,100.0
2,17,270,0.0332852244116175,15.046888303176031,NOMINAL,Continue normal operations,99.7
2,18,269,-0.0101073040190206,10.186223816134977,NOMINAL,Continue normal operations,100.0
2,19,268,0.000543991581857,11.37934106789686,NOMINAL,Continue normal operations,100.0
2,20,267,-0.0153697411797331,9.5967458035032,NOMINAL,Continue normal operations,100.0
2,21,266,0.0471325412815394,16.598011590633753,NOMINAL,Continue normal operations,89.3
2,22,265,-0.0189941364815148,9.190754952831083,NOMINAL,Continue normal operations,100.0
2,23,264,0.012049154122334,12.668105216948987,NOMINAL,Continue normal operations,100.0
2,24,263,-0.0216168278570822,8.896971131266808,NOMINAL,Continue normal operations,100.0
2,25,262,0.0050504727169269,11.88413978802142,NOMINAL,Continue normal operations,100.0
2,26,261,0.0515545156403558,17.093344186033494,NOMINAL,Continue normal operations,86.0
2,27,260,-0.0211926251299052,8.94448869260438,NOMINAL,Continue normal operations,100.0
2,28,259,0.0704164638889187,19.20618723353525,NOMINAL,Continue normal operations,72.0
2,29,258,-0.0176055280764056,9.346301536660832,NOMINAL,Continue normal operations,100.0
2,30,257,-0.0332994568448128,7.588327871939146,NOMINAL,Continue normal operations,100.0
2,31,256,0.0350572671979304,15.245385734703135,NOMINAL,Continue normal operations,98.4
2,32,255,0.0398052257612256,15.777233829506862,NOMINAL,Continue normal operations,94.8
2,33,254,0.0100603016671745,12.44532159846935,NOMINAL,Continue normal operations,100.0
2,34,253,0.0441323933142882,16.26194653041039,NOMINAL,Continue normal operations,91.6
2,35,252,0.0529723260579373,17.252161867218195,NOMINAL,Continue normal operations,85.0
2,36,251,-0.0091411840211202,10.294444870170144,NOMINAL,Continue normal operations,100.0
2,37,250,0.0262432752964443,14.258076191469153,NOMINAL,Continue normal operations,100.0
2,38,249,-0.0284171725492012,8.135222619712398,NOMINAL,Continue normal operations,100.0
2,39,248,0.0089774633263184,12.324026203640743,NOMINAL,Continue normal operations,100.0
2,40,247,-0.022709983073953,8.774520079584928,NOMINAL,Continue normal operations,100.0
2,41,246,-0.0367601831996731,7.200670588512457,NOMINAL,Continue normal operations,100.0
2,42,245,0.0654943341984322,18.654829157561377,NOMINAL,Continue normal operations,75.6
2,43,244,0.0547758476064625,17.45418542886758,NOMINAL,Continue normal operations,83.6
2,44,243,-0.0350615493179519,7.390945036302811,NOMINAL,Continue normal operations,100.0
2,45,242,-0.0395948020636852,6.883147463105642,NOMINAL,Continue normal operations,100.0
2,46,241,0.0039287949517132,11.758493749948466,NOMINAL,Continue normal operations,100.0
2,47,240,-0.0045377547463797,10.810103348797483,NOMINAL,Continue normal operations,100.0
2,48,239,-0.0439540592241758,6.394840207543292,NOMINAL,Continue normal operations,100.0
2,49,238,0.0484809367785987,16.7490536788476,NOMINAL,Continue normal operations,88.3
2,50,237,-0.0282302415178608,8.156161916370685,NOMINAL,Continue normal operations,100.0
2,51,236,-0.0318150952498118,7.754600360583866,NOMINAL,Continue normal operations,100.0
2,52,235,-0.0239403486279528,8.636699252574006,NOMINAL,Continue normal operations,100.0
2,53,234,0.0155394413093543,13.059073791334837,NOMINAL,Continue normal operations,100.0
2,54,233,-0.0155674785719064,9.574596019781028,NOMINAL,Continue normal operations,100.0
2,55,232,0.0310734511452188,14.799133951028617,NOMINAL,Continue normal operations,100.0
2,56,231,0.0200969913921714,13.569593058974904,NOMINAL,Continue normal operations,100.0
2,57,230,0.0076591946333175,12.176358804385826,NOMINAL,Continue normal operations,100.0
2,58,229,-0.0320728574173321,7.725726831912416,NOMINAL,Continue normal operations,100.0
2,59,228,-0.0118473390666393,9.99131176864536,NOMINAL,Continue normal operations,100.0
2,60,227,-0.0564392826203334,4.9962934030747945,NOMINAL,Continue normal operations,100.0
2,61,226,0.0044553108860119,11.817472044052664,NOMINAL,Continue normal operations,100.0
2,62,225,0.0117584731385184,12.635544248824045,NOMINAL,Continue normal operations,100.0
2,63,224,0.0002281099798855,11.34395722325027,NOMINAL,Continue normal operations,100.0
2,64,223,-0.0180149433286658,9.300440411506644,NOMINAL,Continue normal operations,100.0
2,65,222,-0.0465220242914048,6.107186616990389,NOMINAL,Continue normal operations,100.0
2,66,221,-0.0465768879226518,6.101041003593865,NOMINAL,Continue normal operations,100.0
2,67,220,-0.0066935177656937,10.568623049551828,NOMINAL,Continue normal operations,100.0
2,68,219,-0.0538035038175079,5.291543228008794,NOMINAL,Continue normal operations,100.0
2,69,218,-0.0730333871105077,3.137485509025264,NOMINAL,Continue normal operations,100.0
2,70,217,-0.0458750022543195,6.179663542206226,NOMINAL,Continue normal operations,100.0
2,71,216,-0.0756102516006014,2.8488350392805257,NOMINAL,Continue normal operations,100.0
2,72,215,-0.0614024052278922,4.440343457868135,NOMINAL,Continue normal operations,100.0
2,73,214,-0.0093362104130738,10.272598762287311,NOMINAL,Continue normal operations,100.0
2,74,213,-0.0448070526169704,6.299291161613304,NOMINAL,Continue normal operations,100.0
2,75,212,0.0774784063586709,19.997238924084236,NOMINAL,Continue normal operations,66.7
2,76,211,-0.0250962723135268,8.50721711794384,NOMINAL,Continue normal operations,100.0
2,77,210,-0.0204544881851924,9.027171960058444,NOMINAL,Continue normal operations,100.0
2,78,209,-0.0049655068984332,10.762188194508528,NOMINAL,Continue normal operations,100.0
2,79,208,0.001244174308878,11.457772849559705,NOMINAL,Continue normal operations,100.0
2,80,207,0.0153407630872967,13.036818619460089,NOMINAL,Continue normal operations,100.0
2,81,206,0.0302128897675721,14.702737168482685,NOMINAL,Continue normal operations,100.0
2,82,205,-0.0125582287970986,9.911680629552624,NOMINAL,Continue normal operations,100.0
2,83,204,0.0139508886658518,12.881130221339596,NOMINAL,Continue normal operations,100.0
2,84,203,-0.0276770868953543,8.218124174084194,NOMINAL,Continue normal operations,100.0
2,85,202,-0.0093965862150106,10.265835696686745,NOMINAL,Continue normal operations,100.0
2,86,201,-0.0152076940865849,9.614897696913898,NOMINAL,Continue normal operations,100.0
2,87,200,-0.053049834144097,5.375966412114416,NOMINAL,Continue normal operations,100.0
2,88,199,-0.0425146060229067,6.556082230288069,NOMINAL,Continue normal operations,100.0
2,89,198,0.0150202703504928,13.000918253187876,NOMINAL,Continue normal operations,100.0
2,90,197,-0.0104650841023929,10.146146664415223,NOMINAL,Continue normal operations,100.0
2,91,196,-0.0368647680756005,7.188955392125261,NOMINAL,Continue normal operations,100.0
2,92,195,-0.0396117435386252,6.88124974410707,NOMINAL,Continue normal operations,100.0
2,93,194,-0.0314531012833838,7.795149535309931,NOMINAL,Continue normal operations,100.0
2,94,193,-0.0048735644895211,10.772487230264566,NOMINAL,Continue normal operations,100.0
2,95,192,-0.0155243659430794,9.57942533098877,NOMINAL,Continue normal operations,100.0
2,96,191,-0.0026596416741654,11.020482366635816,NOMINAL,Continue normal operations,100.0
2,97,190,-0.0772253739565396,2.6679152320772235,NOMINAL,Continue normal operations,100.0
2,98,189,0.0020358728811016,11.546455884949069,NOMINAL,Continue normal operations,100.0
2,99,188,-0.0244227943322493,8.582657536485765,NOMINAL,Continue normal operations,100.0
2,100,187,0.0037562515203602,11.73916609701876,NOMINAL,Continue normal operations,100.0
2,101,186,-0.0384201751023103,7.0147246669047325,NOMINAL,Continue normal operations,100.0
2,102,185,-0.0621035059056874,4.361808850882814,NOMINAL,Continue normal operations,100.0
2,103,184,-0.0318356222762707,7.7523010018660905,NOMINAL,Continue normal operations,100.0
2,104,183,-0.0256337476352082,8.447011195328988,NOMINAL,Continue normal operations,100.0
2,105,182,-0.041364849866415,6.68487350198244,NOMINAL,Continue normal operations,100.0
2,106,181,-0.051584745412634,5.540080028558073,NOMINAL,Continue normal operations,100.0
2,107,180,-0.023263899443674,8.712472493872163,NOMINAL,Continue normal operations,100.0
2,108,179,-0.0174574529500539,9.362888343977726,NOMINAL,Continue normal operations,100.0
2,109,178,-0.0483527741132656,5.902113048668603,NOMINAL,Continue normal operations,100.0
2,110,177,-0.079008252138969,2.4682040610652076,NOMINAL,Continue normal operations,100.0
2,111,176,0.0003322489329253,11.355622469067123,NOMINAL,Continue normal operations,100.0
2,112,175,-0.0757132547873324,2.8372970176463244,NOMINAL,Continue normal operations,100.0
2,113,174,-0.0235563748927887,8.679710516631873,NOMINAL,Continue normal operations,100.0
2,114,173,-0.0324274956688994,7.686001616132588,NOMINAL,Continue normal operations,100.0
2,115,172,-0.015454563957108,9.587244281545626,NOMINAL,Continue normal operations,100.0
2,116,171,-0.0135559506949333,9.799919651980177,NOMINAL,Continue normal operations,100.0
2,117,170,-0.0506676437286131,5.642810239212921,NOMINAL,Continue normal operations,100.0
2,118,169,-0.0363303786203121,7.248815647830839,NOMINAL,Continue normal operations,100.0
2,119,168,-0.0795880649970682,2.4032556501193576,NOMINAL,Continue normal operations,100.0
2,120,167,-0.009998440064757,10.198418338453576,NOMINAL,Continue normal operations,100.0
